ID,marital,education,job,default
952,divorced,high.school,services,no
953,married,basic.9y,management,no
954,divorced,basic.9y,housemaid,
955,married,professional.course,technician,no
956,married,,services,no
957,married,basic.4y,blue-collar,
958,single,basic.9y,blue-collar,
959,married,basic.4y,blue-collar,no
960,married,high.school,services,no
961,married,,,
962,married,professional.course,blue-collar,no
963,married,basic.9y,blue-collar,
964,married,basic.4y,blue-collar,no
965,married,,services,no
966,married,university.degree,admin.,no
967,married,basic.4y,blue-collar,no
968,divorced,professional.course,unemployed,no
969,married,university.degree,admin.,no
970,married,basic.9y,blue-collar,no
971,single,,management,no
972,married,basic.9y,self-employed,no
973,divorced,university.degree,admin.,no
974,married,basic.9y,blue-collar,no
975,single,basic.6y,admin.,no
976,married,basic.6y,blue-collar,
977,divorced,university.degree,entrepreneur,no
978,married,high.school,blue-collar,no
979,married,basic.4y,entrepreneur,no
980,single,university.degree,admin.,no
981,married,basic.4y,blue-collar,no
982,single,university.degree,entrepreneur,no
983,divorced,university.degree,management,no
984,married,basic.6y,blue-collar,no
985,divorced,university.degree,admin.,
986,married,basic.6y,blue-collar,no
987,married,professional.course,unemployed,
988,married,university.degree,admin.,no
989,divorced,basic.4y,housemaid,no
990,married,high.school,services,
991,single,high.school,services,no
992,married,basic.9y,blue-collar,no
993,single,basic.6y,technician,
994,married,basic.9y,services,no
995,married,basic.6y,entrepreneur,no
996,single,high.school,services,no
997,married,basic.6y,housemaid,no
998,married,basic.9y,technician,no
999,married,,services,no
1000,married,basic.4y,entrepreneur,no
1001,married,high.school,technician,no
1002,divorced,,blue-collar,no
1003,married,basic.6y,blue-collar,no
1004,married,university.degree,admin.,no
1005,single,high.school,self-employed,
1006,married,basic.9y,blue-collar,
1007,married,high.school,services,
1008,married,basic.4y,unemployed,no
1009,married,high.school,services,no
1010,married,university.degree,management,no
1011,single,university.degree,admin.,no
1012,married,high.school,technician,no
1013,married,university.degree,entrepreneur,no
1014,single,basic.9y,blue-collar,no
1015,married,basic.4y,blue-collar,no
1016,single,basic.4y,admin.,
1017,single,basic.4y,admin.,
1018,single,high.school,admin.,no
1019,married,basic.9y,blue-collar,no
1020,single,basic.4y,admin.,
1021,married,professional.course,technician,
1022,married,professional.course,technician,no
1023,married,high.school,management,no
1024,married,basic.4y,self-employed,
1025,married,professional.course,technician,
1026,single,basic.9y,blue-collar,
1027,divorced,high.school,services,no
1028,married,high.school,admin.,no
1029,married,high.school,technician,no
1030,married,basic.4y,blue-collar,
1031,married,high.school,services,no
1032,married,high.school,admin.,no
1033,married,basic.4y,blue-collar,
1034,married,university.degree,management,no
1035,married,professional.course,services,
1036,married,professional.course,services,
1037,single,professional.course,technician,no
1038,married,basic.4y,housemaid,no
1039,single,high.school,blue-collar,
1040,married,professional.course,blue-collar,no
1041,divorced,high.school,retired,no
1042,divorced,high.school,admin.,no
1043,single,university.degree,technician,
1044,married,high.school,services,
1045,married,basic.4y,blue-collar,
1046,married,basic.4y,blue-collar,
1047,married,university.degree,management,no
1048,married,basic.6y,blue-collar,no
1049,married,basic.4y,retired,
1050,single,professional.course,technician,no
1051,married,basic.6y,services,
1052,divorced,professional.course,housemaid,no
1053,married,basic.4y,blue-collar,no
1054,married,high.school,services,no
1055,single,basic.4y,admin.,
1056,married,high.school,admin.,no
1057,married,high.school,admin.,no
1058,married,university.degree,management,no
1059,married,professional.course,management,no
1060,married,basic.9y,blue-collar,
1061,divorced,basic.4y,management,
1062,married,basic.4y,blue-collar,
1063,married,university.degree,self-employed,no
1064,married,professional.course,technician,no
1065,married,basic.4y,housemaid,no
1066,married,,services,no
1067,married,basic.4y,blue-collar,
1068,married,basic.6y,blue-collar,no
1069,married,basic.4y,retired,no
1070,married,basic.9y,blue-collar,
1071,single,university.degree,admin.,no
1072,divorced,university.degree,management,no
1073,married,basic.4y,blue-collar,no
1074,married,professional.course,technician,no
1075,married,university.degree,admin.,no
1076,married,,services,no
1077,single,university.degree,admin.,no
1078,married,basic.4y,entrepreneur,
1079,single,basic.9y,technician,no
1080,married,basic.4y,blue-collar,no
1081,single,high.school,blue-collar,
1082,single,high.school,admin.,no
1083,divorced,high.school,admin.,no
1084,single,high.school,blue-collar,no
1085,married,basic.6y,management,no
1086,married,basic.4y,retired,
1087,married,professional.course,technician,no
1088,divorced,basic.4y,retired,no
1089,married,basic.6y,admin.,
1090,married,basic.9y,blue-collar,no
1091,divorced,professional.course,technician,
1092,married,university.degree,admin.,no
1093,married,university.degree,admin.,
1094,married,professional.course,technician,no
1095,married,basic.9y,blue-collar,
1096,married,professional.course,technician,no
1097,married,basic.4y,blue-collar,
1098,married,high.school,services,no
1099,married,professional.course,technician,no
1100,married,basic.4y,blue-collar,no
1101,divorced,basic.6y,services,
1102,married,high.school,entrepreneur,no
1103,married,,blue-collar,
1104,married,,services,no
1105,married,university.degree,management,no
1106,married,basic.4y,blue-collar,no
1107,married,university.degree,management,no
1108,married,basic.9y,blue-collar,no
1109,married,professional.course,technician,no
1110,single,university.degree,admin.,no
1111,married,basic.4y,blue-collar,no
1112,married,basic.6y,blue-collar,no
1113,married,university.degree,management,no
1114,divorced,university.degree,admin.,no
1115,married,professional.course,self-employed,no
1116,married,high.school,services,no
1117,married,university.degree,entrepreneur,no
1118,married,basic.9y,blue-collar,
1119,married,university.degree,admin.,no
1120,single,basic.9y,blue-collar,no
1121,single,,blue-collar,no
1122,married,basic.9y,blue-collar,no
1123,married,basic.4y,retired,
1124,married,professional.course,technician,
1125,married,high.school,management,
1126,married,university.degree,management,no
1127,married,high.school,services,no
1128,married,university.degree,admin.,
1129,married,basic.9y,blue-collar,
1130,married,university.degree,management,no
1131,married,high.school,,
1132,married,basic.4y,blue-collar,
1133,married,basic.9y,blue-collar,
1134,married,basic.9y,blue-collar,no
1135,married,basic.9y,blue-collar,no
1136,single,high.school,services,no
1137,married,basic.6y,blue-collar,no
1138,married,high.school,admin.,no
1139,married,basic.9y,retired,no
1140,single,basic.4y,admin.,
1141,married,basic.9y,blue-collar,
1142,married,basic.9y,entrepreneur,no
1143,married,professional.course,technician,no
1144,married,basic.4y,blue-collar,no
1145,divorced,university.degree,admin.,no
1146,divorced,high.school,admin.,no
1147,married,professional.course,technician,no
1148,married,basic.9y,blue-collar,
1149,married,university.degree,retired,no
1150,married,basic.9y,blue-collar,
1151,married,high.school,admin.,no
1152,married,university.degree,admin.,no
1153,married,professional.course,blue-collar,no
1154,single,high.school,admin.,no
1155,single,high.school,services,no
1156,married,university.degree,admin.,no
1157,married,basic.4y,blue-collar,no
1158,married,high.school,self-employed,no
1159,married,professional.course,services,
1160,single,,admin.,no
1161,married,basic.9y,retired,
1162,married,high.school,admin.,no
1163,married,high.school,admin.,no
1164,single,university.degree,admin.,no
1165,married,basic.4y,,no
1166,married,professional.course,services,no
1167,married,basic.4y,blue-collar,
1168,married,basic.6y,housemaid,no
1169,married,professional.course,blue-collar,no
1170,single,high.school,admin.,no
1171,single,high.school,admin.,no
1172,married,high.school,blue-collar,
1173,married,high.school,admin.,no
1174,married,professional.course,technician,no
1175,married,basic.9y,blue-collar,no
1176,divorced,basic.4y,housemaid,
1177,divorced,basic.6y,services,no
1178,married,basic.9y,unemployed,
1179,married,professional.course,technician,
1180,married,basic.6y,admin.,
1181,married,basic.6y,,no
1182,married,professional.course,technician,no
1183,married,high.school,technician,no
1184,married,professional.course,technician,no
1185,married,high.school,blue-collar,no
1186,single,university.degree,self-employed,no
1187,married,basic.6y,blue-collar,no
1188,married,high.school,admin.,no
1189,single,basic.9y,blue-collar,no
1190,married,basic.4y,housemaid,
1191,married,basic.6y,blue-collar,no
1192,married,basic.6y,blue-collar,
1193,single,university.degree,admin.,
1194,married,basic.6y,blue-collar,
1195,married,,services,no
1196,married,basic.9y,blue-collar,no
1197,single,university.degree,admin.,
1198,married,basic.6y,blue-collar,no
1199,divorced,,technician,no
1200,married,professional.course,technician,no
1201,single,basic.4y,blue-collar,no
1202,married,basic.6y,blue-collar,no
